ID,Nom,Latitude,Longitude,Altitude
2156,MIDELT,32.68,-3.27,1508
2160,OUARZAZATE,30.93,-5.1,1139
3768,PORT LYAUTEY,34.29972222222222,-5.4,12
2153,NOUASSEUR,33.37,-6.42,200
3769,SIDI SLIMANE,34.23305555555556,-5.933333333333334,55
3772,BEN GUERIR,32.11666666666667,-6.116944444444444,448
7951,TANGIER CITY,35.78,-4.180000000000001,86
2144,TANGIER AIRPORT,35.730000000000004,-4.1,19
2145,AL HOCEIMA,35.18,-2.15,27
2146,OUJDA,34.78,-0.07000000000000003,468
7952,TETUAN,35.580000000000005,-4.67,10
